date,username,full_text,label
2026-05-09,user_7896,Sistem baru lumayan error terus dan error terus. mantap lah!,0
2026-05-04,user_2240,Pelayanan di sini seperti biasa tapi Pelayanan di sini yang lain seperti biasa.,1
2026-05-06,user_7612,Aplikasi ini bener-bener membantu karena inovatif. bikin pusing.,2
2026-05-02,user_3444,Sistem baru tidak error terus karena error terus. ga jelas bgt.,0
2026-05-10,user_8322,Aplikasi ini seperti biasa tapi Aplikasi ini yang lain standar.,1
2026-05-14,user_4848,Pemerintah kurang memuaskan dan membantu. mantap lah!,2
2026-05-22,user_4138,Pelayanan di sini tidak membingungkan karena error terus. mantap lah!,0
2026-05-18,user_7615,Aplikasi ini perlu sosialisasi lagi tapi Aplikasi ini yang lain perlu sosialisasi lagi.,1
2026-05-31,user_2530,Pemerintah bener-bener inovatif tapi bagus. perlu ditingkatkan.,2
2026-05-17,user_3448,Pemerintah sangat error terus tapi buruk. perlu ditingkatkan.,0
2026-05-11,user_2485,Pelayanan di sini standar tapi Pelayanan di sini yang lain seperti biasa.,1
2026-05-11,user_7865,Proyek pemerintah kurang keren tapi inovatif. bikin pusing.,2
2026-05-29,user_4825,Pemerintah lumayan gagal tapi error terus. bikin pusing.,0
2026-05-29,user_8485,Fitur AI nya seperti biasa karena Fitur AI nya yang lain biasa saja.,1
2026-05-04,user_5697,Pelayanan di sini kurang bagus tapi cepat. bikin pusing.,2
2026-05-23,user_6441,Aplikasi ini bener-bener error terus tapi lemot. semoga makin baik.,0
2026-05-19,user_4596,Sistem baru perlu sosialisasi lagi karena Sistem baru yang lain biasa saja.,1
2026-05-04,user_2637,Proyek pemerintah bener-bener cepat karena membantu. bikin pusing.,2
2026-05-18,user_3111,Pelayanan di sini tidak gagal tapi lemot. perlu ditingkatkan.,0
2026-05-28,user_1587,Proyek pemerintah biasa saja dan Proyek pemerintah yang lain standar.,1
2026-05-05,user_6464,Proyek pemerintah tidak keren karena inovatif. mantap lah!,2
2026-05-31,user_8860,Aplikasi ini kurang lemot dan membingungkan. perlu ditingkatkan.,0
2026-05-02,user_6781,Proyek pemerintah biasa saja tapi Proyek pemerintah yang lain perlu sosialisasi lagi.,1
2026-05-25,user_1390,Pemerintah lumayan inovatif sehingga bagus. ga jelas bgt.,2
2026-05-27,user_6760,Proyek pemerintah bener-bener lemot dan error terus. bikin pusing.,0
2026-05-29,user_4190,Proyek pemerintah biasa saja sehingga Proyek pemerintah yang lain standar.,1
2026-05-17,user_6977,Aplikasi ini sangat membantu dan keren. perlu ditingkatkan.,2
2026-05-02,user_6649,Pelayanan di sini tidak lemot tapi lemot. ga jelas bgt.,0
2026-05-31,user_4690,Pelayanan di sini biasa saja tapi Pelayanan di sini yang lain seperti biasa.,1
2026-05-08,user_1851,Pemerintah lumayan keren tapi keren. perlu ditingkatkan.,2
2026-05-23,user_1576,Proyek pemerintah bener-bener buruk dan lemot. semoga makin baik.,0
2026-05-31,user_9906,Pelayanan di sini biasa saja sehingga Pelayanan di sini yang lain biasa saja.,1
2026-05-03,user_3196,Fitur AI nya sangat keren dan inovatif. perlu ditingkatkan.,2
2026-05-05,user_8697,Sistem baru sangat gagal tapi buruk. mantap lah!,0
2026-05-24,user_7939,Sistem baru standar dan Sistem baru yang lain biasa saja.,1
2026-05-27,user_4476,Aplikasi ini lumayan inovatif karena bagus. ga jelas bgt.,2
2026-05-10,user_5117,Pemerintah bener-bener gagal karena mengecewakan. mantap lah!,0
2026-05-03,user_2451,Sistem baru perlu sosialisasi lagi tapi Sistem baru yang lain seperti biasa.,1
2026-05-01,user_2116,Pelayanan di sini sangat inovatif sehingga keren. ga jelas bgt.,2
2026-05-30,user_6615,Proyek pemerintah sangat buruk dan buruk. ga jelas bgt.,0
2026-05-26,user_2975,Pelayanan di sini seperti biasa tapi Pelayanan di sini yang lain seperti biasa.,1
2026-05-28,user_6561,Pelayanan di sini sangat inovatif sehingga cepat. ga jelas bgt.,2
2026-05-25,user_2017,Pelayanan di sini lumayan membingungkan karena mengecewakan. ga jelas bgt.,0
2026-05-09,user_3514,Proyek pemerintah seperti biasa tapi Proyek pemerintah yang lain biasa saja.,1
2026-05-11,user_3425,Proyek pemerintah lumayan memuaskan dan bagus. perlu ditingkatkan.,2
2026-05-30,user_7869,Proyek pemerintah bener-bener buruk dan buruk. bikin pusing.,0
2026-05-09,user_3255,Aplikasi ini perlu sosialisasi lagi dan Aplikasi ini yang lain standar.,1
2026-05-09,user_9773,Pelayanan di sini kurang keren tapi memuaskan. ga jelas bgt.,2
2026-05-24,user_6258,Proyek pemerintah sangat gagal sehingga mengecewakan. mantap lah!,0
2026-05-13,user_1586,Pelayanan di sini biasa saja sehingga Pelayanan di sini yang lain biasa saja.,1
2026-05-19,user_2018,Proyek pemerintah kurang memuaskan sehingga cepat. ga jelas bgt.,2
2026-05-19,user_4396,Aplikasi ini bener-bener buruk tapi mengecewakan. bikin pusing.,0
2026-05-11,user_2867,Aplikasi ini biasa saja sehingga Aplikasi ini yang lain seperti biasa.,1
2026-05-17,user_6161,Fitur AI nya lumayan inovatif karena inovatif. perlu ditingkatkan.,2
2026-05-20,user_1902,Fitur AI nya sangat gagal tapi membingungkan. mantap lah!,0
2026-05-23,user_9004,Pemerintah perlu sosialisasi lagi dan Pemerintah yang lain seperti biasa.,1
2026-05-15,user_9797,Sistem baru kurang keren karena membantu. ga jelas bgt.,2
2026-05-07,user_5882,Pelayanan di sini bener-bener gagal tapi buruk. perlu ditingkatkan.,0
2026-05-18,user_5620,Pemerintah seperti biasa tapi Pemerintah yang lain biasa saja.,1
2026-05-07,user_5036,Sistem baru tidak keren tapi membantu. bikin pusing.,2
2026-05-15,user_2603,Pemerintah kurang buruk tapi mengecewakan. perlu ditingkatkan.,0
2026-05-14,user_2129,Proyek pemerintah seperti biasa dan Proyek pemerintah yang lain biasa saja.,1
2026-05-08,user_1660,Fitur AI nya sangat cepat dan keren. ga jelas bgt.,2
2026-05-13,user_2747,Pelayanan di sini bener-bener buruk dan error terus. semoga makin baik.,0
2026-05-31,user_7449,Pemerintah seperti biasa karena Pemerintah yang lain perlu sosialisasi lagi.,1
2026-05-22,user_8639,Pemerintah sangat membantu tapi membantu. mantap lah!,2
2026-05-01,user_9550,Pelayanan di sini sangat mengecewakan karena lemot. ga jelas bgt.,0
2026-05-23,user_1681,Proyek pemerintah seperti biasa dan Proyek pemerintah yang lain standar.,1
2026-05-22,user_7831,Sistem baru sangat bagus sehingga cepat. perlu ditingkatkan.,2
2026-05-23,user_6777,Pelayanan di sini kurang buruk karena error terus. semoga makin baik.,0
2026-05-15,user_2773,Aplikasi ini seperti biasa tapi Aplikasi ini yang lain standar.,1
2026-05-15,user_1210,Sistem baru bener-bener memuaskan karena bagus. ga jelas bgt.,2
2026-05-03,user_1453,Pemerintah sangat mengecewakan dan gagal. semoga makin baik.,0
2026-05-22,user_1503,Pemerintah seperti biasa sehingga Pemerintah yang lain perlu sosialisasi lagi.,1
2026-05-27,user_4198,Pelayanan di sini lumayan memuaskan dan memuaskan. bikin pusing.,2
2026-05-30,user_4868,Pemerintah bener-bener buruk karena lemot. mantap lah!,0
2026-05-29,user_5477,Pelayanan di sini biasa saja dan Pelayanan di sini yang lain perlu sosialisasi lagi.,1
2026-05-27,user_8964,Aplikasi ini bener-bener memuaskan karena bagus. perlu ditingkatkan.,2
2026-05-12,user_1516,Pelayanan di sini lumayan lemot sehingga gagal. mantap lah!,0
2026-05-22,user_8742,Pemerintah perlu sosialisasi lagi tapi Pemerintah yang lain seperti biasa.,1
2026-05-18,user_5154,Aplikasi ini bener-bener membantu sehingga keren. mantap lah!,2
2026-05-16,user_2003,Aplikasi ini tidak error terus karena membingungkan. bikin pusing.,0
2026-05-14,user_5660,Pemerintah perlu sosialisasi lagi karena Pemerintah yang lain seperti biasa.,1
2026-05-10,user_9812,Fitur AI nya bener-bener cepat tapi memuaskan. perlu ditingkatkan.,2
2026-05-23,user_8063,Aplikasi ini tidak buruk sehingga mengecewakan. semoga makin baik.,0
2026-05-02,user_3666,Pelayanan di sini biasa saja tapi Pelayanan di sini yang lain seperti biasa.,1
2026-05-08,user_6331,Aplikasi ini lumayan membantu karena bagus. perlu ditingkatkan.,2
2026-05-13,user_9469,Pelayanan di sini kurang error terus dan mengecewakan. ga jelas bgt.,0
2026-05-03,user_1163,Sistem baru seperti biasa sehingga Sistem baru yang lain perlu sosialisasi lagi.,1
2026-05-11,user_6425,Aplikasi ini bener-bener inovatif tapi inovatif. mantap lah!,2
2026-05-14,user_5808,Sistem baru bener-bener gagal dan membingungkan. ga jelas bgt.,0
2026-05-11,user_6782,Pelayanan di sini seperti biasa karena Pelayanan di sini yang lain standar.,1
2026-05-18,user_2498,Fitur AI nya tidak bagus karena memuaskan. mantap lah!,2
2026-05-08,user_7700,Sistem baru sangat gagal karena mengecewakan. bikin pusing.,0
2026-05-12,user_9549,Sistem baru standar sehingga Sistem baru yang lain standar.,1
2026-05-06,user_1961,Sistem baru tidak bagus karena memuaskan. bikin pusing.,2
2026-05-05,user_9589,Fitur AI nya tidak error terus tapi gagal. semoga makin baik.,0
2026-05-26,user_7905,Fitur AI nya seperti biasa karena Fitur AI nya yang lain biasa saja.,1
2026-05-10,user_5397,Proyek pemerintah tidak memuaskan tapi keren. mantap lah!,2
2026-05-01,user_9938,Pemerintah bener-bener membingungkan tapi mengecewakan. perlu ditingkatkan.,0
2026-05-20,user_6325,Pemerintah standar tapi Pemerintah yang lain seperti biasa.,1
2026-05-09,user_9041,Fitur AI nya bener-bener membantu sehingga cepat. mantap lah!,2
2026-05-19,user_7094,Pemerintah bener-bener buruk dan lemot. semoga makin baik.,0
2026-05-23,user_3058,Fitur AI nya biasa saja sehingga Fitur AI nya yang lain biasa saja.,1
2026-05-07,user_4606,Pemerintah kurang cepat karena bagus. semoga makin baik.,2
2026-05-21,user_8490,Proyek pemerintah lumayan gagal sehingga gagal. perlu ditingkatkan.,0
2026-05-17,user_5027,Sistem baru standar karena Sistem baru yang lain standar.,1
2026-05-19,user_6879,Fitur AI nya kurang inovatif dan inovatif. mantap lah!,2
2026-05-02,user_3847,Pelayanan di sini lumayan buruk karena lemot. mantap lah!,0
2026-05-07,user_2443,Fitur AI nya seperti biasa karena Fitur AI nya yang lain perlu sosialisasi lagi.,1
2026-05-25,user_8260,Pelayanan di sini sangat keren dan memuaskan. perlu ditingkatkan.,2
2026-05-18,user_8304,Sistem baru bener-bener mengecewakan tapi error terus. ga jelas bgt.,0
2026-05-03,user_8257,Pelayanan di sini standar tapi Pelayanan di sini yang lain biasa saja.,1
2026-05-26,user_8758,Aplikasi ini bener-bener memuaskan sehingga inovatif. perlu ditingkatkan.,2
2026-05-16,user_7439,Fitur AI nya sangat membingungkan dan mengecewakan. perlu ditingkatkan.,0
2026-05-09,user_2491,Pelayanan di sini standar sehingga Pelayanan di sini yang lain standar.,1
2026-05-19,user_8096,Sistem baru lumayan keren dan memuaskan. semoga makin baik.,2
2026-05-29,user_8647,Proyek pemerintah bener-bener mengecewakan sehingga membingungkan. semoga makin baik.,0
2026-05-14,user_8967,Sistem baru biasa saja dan Sistem baru yang lain perlu sosialisasi lagi.,1
2026-05-26,user_4800,Pemerintah bener-bener membantu dan cepat. bikin pusing.,2
2026-05-09,user_7534,Sistem baru sangat gagal tapi membingungkan. bikin pusing.,0
2026-05-24,user_5087,Sistem baru standar tapi Sistem baru yang lain standar.,1
2026-05-15,user_9151,Pemerintah kurang memuaskan karena membantu. mantap lah!,2
2026-05-11,user_6202,Pelayanan di sini sangat mengecewakan tapi error terus. bikin pusing.,0
2026-05-12,user_7901,Aplikasi ini standar tapi Aplikasi ini yang lain seperti biasa.,1
2026-05-17,user_1169,Aplikasi ini tidak inovatif dan cepat. ga jelas bgt.,2
2026-05-12,user_5929,Proyek pemerintah tidak buruk karena membingungkan. ga jelas bgt.,0
2026-05-23,user_7013,Pemerintah perlu sosialisasi lagi karena Pemerintah yang lain standar.,1
2026-05-26,user_7393,Aplikasi ini tidak bagus karena cepat. perlu ditingkatkan.,2
2026-05-29,user_4834,Sistem baru tidak lemot dan buruk. perlu ditingkatkan.,0
2026-05-04,user_6493,Fitur AI nya perlu sosialisasi lagi dan Fitur AI nya yang lain perlu sosialisasi lagi.,1
2026-05-15,user_6887,Pelayanan di sini tidak inovatif dan cepat. mantap lah!,2
2026-05-15,user_1715,Sistem baru sangat mengecewakan karena buruk. perlu ditingkatkan.,0
2026-05-05,user_2171,Aplikasi ini biasa saja karena Aplikasi ini yang lain perlu sosialisasi lagi.,1
2026-05-20,user_9102,Fitur AI nya sangat inovatif karena membantu. ga jelas bgt.,2
2026-05-11,user_2336,Aplikasi ini sangat lemot sehingga membingungkan. mantap lah!,0
2026-05-28,user_1980,Sistem baru perlu sosialisasi lagi sehingga Sistem baru yang lain standar.,1
2026-05-21,user_2149,Sistem baru tidak cepat karena memuaskan. mantap lah!,2
2026-05-21,user_4531,Sistem baru kurang mengecewakan dan error terus. bikin pusing.,0
2026-05-31,user_4391,Pemerintah perlu sosialisasi lagi tapi Pemerintah yang lain seperti biasa.,1
2026-05-10,user_9090,Proyek pemerintah tidak membantu dan membantu. semoga makin baik.,2
2026-05-17,user_9988,Pelayanan di sini kurang gagal dan lemot. semoga makin baik.,0
2026-05-08,user_3246,Proyek pemerintah biasa saja karena Proyek pemerintah yang lain biasa saja.,1
2026-05-03,user_2458,Sistem baru sangat cepat tapi cepat. semoga makin baik.,2
2026-05-29,user_2974,Fitur AI nya tidak gagal sehingga error terus. mantap lah!,0
2026-05-29,user_5376,Pelayanan di sini standar tapi Pelayanan di sini yang lain standar.,1
2026-05-31,user_6454,Pemerintah tidak keren sehingga bagus. perlu ditingkatkan.,2
2026-05-07,user_3874,Fitur AI nya tidak membingungkan dan membingungkan. bikin pusing.,0
2026-05-25,user_2645,Pemerintah perlu sosialisasi lagi dan Pemerintah yang lain seperti biasa.,1
2026-05-29,user_7386,Sistem baru bener-bener bagus tapi bagus. ga jelas bgt.,2
2026-05-25,user_4354,Sistem baru tidak mengecewakan dan buruk. mantap lah!,0
2026-05-30,user_2598,Pemerintah seperti biasa sehingga Pemerintah yang lain standar.,1
2026-05-23,user_2053,Proyek pemerintah bener-bener keren dan bagus. perlu ditingkatkan.,2
2026-05-21,user_1158,Pemerintah sangat error terus sehingga membingungkan. ga jelas bgt.,0
2026-05-07,user_5838,Sistem baru perlu sosialisasi lagi tapi Sistem baru yang lain biasa saja.,1
2026-05-08,user_1814,Fitur AI nya bener-bener inovatif sehingga membantu. perlu ditingkatkan.,2
2026-05-03,user_5447,Sistem baru kurang gagal karena lemot. mantap lah!,0
2026-05-18,user_3767,Proyek pemerintah seperti biasa tapi Proyek pemerintah yang lain perlu sosialisasi lagi.,1
2026-05-23,user_9164,Proyek pemerintah kurang membantu dan keren. semoga makin baik.,2
2026-05-25,user_8450,Aplikasi ini sangat buruk karena gagal. bikin pusing.,0
2026-05-27,user_4885,Sistem baru biasa saja tapi Sistem baru yang lain standar.,1
2026-05-22,user_6166,Pelayanan di sini sangat keren karena keren. mantap lah!,2
2026-05-08,user_1418,Pemerintah sangat gagal dan buruk. semoga makin baik.,0
2026-05-22,user_3063,Proyek pemerintah seperti biasa dan Proyek pemerintah yang lain standar.,1
2026-05-11,user_1025,Fitur AI nya lumayan bagus dan cepat. mantap lah!,2
2026-05-14,user_5480,Aplikasi ini tidak membingungkan dan membingungkan. bikin pusing.,0
2026-05-14,user_9854,Aplikasi ini seperti biasa dan Aplikasi ini yang lain biasa saja.,1
2026-05-16,user_1399,Pemerintah bener-bener inovatif karena cepat. bikin pusing.,2
2026-05-04,user_5139,Aplikasi ini kurang gagal dan mengecewakan. perlu ditingkatkan.,0
2026-05-11,user_8069,Fitur AI nya biasa saja dan Fitur AI nya yang lain perlu sosialisasi lagi.,1
2026-05-16,user_3029,Pelayanan di sini tidak keren tapi cepat. semoga makin baik.,2
2026-05-09,user_4488,Pemerintah sangat membingungkan dan error terus. semoga makin baik.,0
2026-05-01,user_4449,Fitur AI nya biasa saja tapi Fitur AI nya yang lain perlu sosialisasi lagi.,1
2026-05-31,user_1948,Sistem baru kurang membantu karena keren. mantap lah!,2
2026-05-12,user_5438,Fitur AI nya sangat membingungkan dan membingungkan. mantap lah!,0
2026-05-16,user_9481,Proyek pemerintah biasa saja tapi Proyek pemerintah yang lain standar.,1
2026-05-06,user_2085,Fitur AI nya tidak inovatif dan cepat. semoga makin baik.,2
2026-05-19,user_1193,Pemerintah bener-bener gagal dan mengecewakan. bikin pusing.,0
2026-05-13,user_8837,Pelayanan di sini perlu sosialisasi lagi dan Pelayanan di sini yang lain perlu sosialisasi lagi.,1
2026-05-13,user_5255,Sistem baru bener-bener bagus sehingga bagus. bikin pusing.,2
2026-05-17,user_5133,Pemerintah sangat gagal sehingga gagal. perlu ditingkatkan.,0
2026-05-21,user_6938,Pelayanan di sini standar sehingga Pelayanan di sini yang lain biasa saja.,1
2026-05-24,user_5934,Aplikasi ini bener-bener keren dan bagus. ga jelas bgt.,2
2026-05-14,user_5666,Proyek pemerintah tidak membingungkan dan gagal. bikin pusing.,0
2026-05-26,user_1872,Aplikasi ini biasa saja tapi Aplikasi ini yang lain biasa saja.,1
2026-05-06,user_4915,Proyek pemerintah bener-bener bagus karena bagus. ga jelas bgt.,2
2026-05-23,user_4056,Pemerintah bener-bener error terus tapi error terus. perlu ditingkatkan.,0
2026-05-31,user_6352,Fitur AI nya standar tapi Fitur AI nya yang lain standar.,1
2026-05-25,user_5293,Aplikasi ini bener-bener memuaskan karena keren. semoga makin baik.,2
2026-05-11,user_5093,Aplikasi ini lumayan gagal dan lemot. ga jelas bgt.,0
2026-05-14,user_5840,Fitur AI nya standar dan Fitur AI nya yang lain seperti biasa.,1
2026-05-30,user_8451,Sistem baru sangat keren tapi membantu. mantap lah!,2
2026-05-24,user_7265,Proyek pemerintah bener-bener error terus dan error terus. bikin pusing.,0
2026-05-23,user_2588,Fitur AI nya perlu sosialisasi lagi dan Fitur AI nya yang lain standar.,1
2026-05-31,user_9844,Aplikasi ini sangat membantu tapi membantu. ga jelas bgt.,2
2026-05-14,user_6971,Fitur AI nya lumayan mengecewakan sehingga lemot. ga jelas bgt.,0
2026-05-06,user_3746,Sistem baru perlu sosialisasi lagi tapi Sistem baru yang lain biasa saja.,1
2026-05-22,user_1243,Pelayanan di sini sangat membantu karena cepat. perlu ditingkatkan.,2
2026-05-01,user_2470,Fitur AI nya bener-bener gagal dan gagal. semoga makin baik.,0
2026-05-19,user_3347,Proyek pemerintah perlu sosialisasi lagi tapi Proyek pemerintah yang lain seperti biasa.,1
2026-05-03,user_6234,Pelayanan di sini tidak membantu dan memuaskan. ga jelas bgt.,2
2026-05-23,user_7595,Sistem baru kurang membingungkan tapi gagal. perlu ditingkatkan.,0
2026-05-01,user_9728,Proyek pemerintah biasa saja dan Proyek pemerintah yang lain biasa saja.,1
2026-05-12,user_8401,Pelayanan di sini bener-bener memuaskan dan cepat. bikin pusing.,2
2026-05-04,user_2882,Pemerintah kurang gagal dan mengecewakan. perlu ditingkatkan.,0
2026-05-01,user_6245,Sistem baru biasa saja karena Sistem baru yang lain seperti biasa.,1
2026-05-30,user_6310,Pemerintah bener-bener memuaskan sehingga cepat. mantap lah!,2
2026-05-11,user_8938,Proyek pemerintah kurang buruk sehingga mengecewakan. perlu ditingkatkan.,0
2026-05-20,user_1182,Fitur AI nya seperti biasa dan Fitur AI nya yang lain seperti biasa.,1
2026-05-23,user_9830,Fitur AI nya lumayan cepat karena keren. mantap lah!,2
2026-05-19,user_1208,Proyek pemerintah sangat error terus karena lemot. perlu ditingkatkan.,0
2026-05-29,user_9664,Pemerintah standar sehingga Pemerintah yang lain perlu sosialisasi lagi.,1
2026-05-29,user_8014,Pelayanan di sini bener-bener membantu karena membantu. perlu ditingkatkan.,2
2026-05-16,user_2553,Sistem baru bener-bener mengecewakan tapi mengecewakan. semoga makin baik.,0
2026-05-16,user_2866,Proyek pemerintah standar tapi Proyek pemerintah yang lain biasa saja.,1
2026-05-05,user_4102,Sistem baru bener-bener bagus sehingga cepat. ga jelas bgt.,2
2026-05-10,user_7837,Aplikasi ini tidak buruk tapi lemot. perlu ditingkatkan.,0
2026-05-15,user_9202,Fitur AI nya perlu sosialisasi lagi dan Fitur AI nya yang lain perlu sosialisasi lagi.,1
2026-05-25,user_4983,Pemerintah bener-bener memuaskan tapi inovatif. ga jelas bgt.,2
2026-05-22,user_5844,Proyek pemerintah sangat error terus tapi mengecewakan. bikin pusing.,0
2026-05-16,user_3464,Proyek pemerintah standar karena Proyek pemerintah yang lain perlu sosialisasi lagi.,1
2026-05-16,user_9837,Proyek pemerintah kurang cepat karena memuaskan. bikin pusing.,2
2026-05-15,user_2587,Pemerintah tidak buruk tapi membingungkan. bikin pusing.,0
2026-05-10,user_3638,Proyek pemerintah standar dan Proyek pemerintah yang lain biasa saja.,1
2026-05-04,user_8768,Sistem baru sangat memuaskan karena memuaskan. ga jelas bgt.,2
2026-05-24,user_7658,Sistem baru bener-bener mengecewakan dan error terus. bikin pusing.,0
2026-05-27,user_2731,Pemerintah seperti biasa sehingga Pemerintah yang lain perlu sosialisasi lagi.,1
2026-05-03,user_5292,Fitur AI nya kurang membantu tapi keren. perlu ditingkatkan.,2
2026-05-15,user_9247,Aplikasi ini bener-bener lemot sehingga error terus. bikin pusing.,0
2026-05-22,user_7176,Pelayanan di sini perlu sosialisasi lagi karena Pelayanan di sini yang lain biasa saja.,1
2026-05-25,user_4164,Pemerintah lumayan bagus dan membantu. ga jelas bgt.,2
2026-05-02,user_9273,Aplikasi ini tidak buruk dan gagal. bikin pusing.,0
2026-05-20,user_5621,Sistem baru standar dan Sistem baru yang lain biasa saja.,1
2026-05-26,user_9761,Pemerintah tidak membantu sehingga keren. perlu ditingkatkan.,2
2026-05-21,user_7286,Aplikasi ini bener-bener mengecewakan dan buruk. perlu ditingkatkan.,0
2026-05-27,user_2413,Fitur AI nya biasa saja dan Fitur AI nya yang lain seperti biasa.,1
2026-05-16,user_7660,Aplikasi ini kurang keren karena keren. mantap lah!,2
2026-05-16,user_8082,Aplikasi ini kurang error terus karena lemot. ga jelas bgt.,0
2026-05-19,user_7079,Fitur AI nya biasa saja tapi Fitur AI nya yang lain seperti biasa.,1
2026-05-02,user_9370,Sistem baru kurang keren tapi cepat. mantap lah!,2
2026-05-28,user_9407,Pelayanan di sini tidak lemot tapi lemot. perlu ditingkatkan.,0
2026-05-29,user_5842,Fitur AI nya perlu sosialisasi lagi sehingga Fitur AI nya yang lain perlu sosialisasi lagi.,1
2026-05-25,user_7647,Aplikasi ini kurang keren dan keren. perlu ditingkatkan.,2
2026-05-25,user_4136,Proyek pemerintah kurang gagal sehingga lemot. bikin pusing.,0
2026-05-29,user_3046,Aplikasi ini standar karena Aplikasi ini yang lain perlu sosialisasi lagi.,1
2026-05-29,user_2630,Fitur AI nya sangat memuaskan karena membantu. semoga makin baik.,2
2026-05-26,user_9018,Aplikasi ini bener-bener membingungkan dan gagal. semoga makin baik.,0
2026-05-06,user_5195,Sistem baru seperti biasa sehingga Sistem baru yang lain perlu sosialisasi lagi.,1
2026-05-24,user_4668,Proyek pemerintah tidak membantu dan membantu. perlu ditingkatkan.,2
2026-05-19,user_2742,Sistem baru kurang mengecewakan sehingga lemot. semoga makin baik.,0
2026-05-31,user_1557,Proyek pemerintah standar tapi Proyek pemerintah yang lain perlu sosialisasi lagi.,1
2026-05-30,user_2747,Fitur AI nya bener-bener membantu sehingga memuaskan. semoga makin baik.,2
2026-05-04,user_5351,Fitur AI nya sangat mengecewakan sehingga gagal. semoga makin baik.,0
2026-05-26,user_5376,Sistem baru seperti biasa tapi Sistem baru yang lain standar.,1
2026-05-24,user_3376,Proyek pemerintah bener-bener cepat dan inovatif. semoga makin baik.,2
2026-05-09,user_8191,Pelayanan di sini sangat mengecewakan karena lemot. bikin pusing.,0
2026-05-18,user_1986,Proyek pemerintah seperti biasa tapi Proyek pemerintah yang lain standar.,1
2026-05-07,user_1978,Fitur AI nya bener-bener bagus dan membantu. mantap lah!,2
2026-05-17,user_1194,Pemerintah kurang lemot tapi error terus. perlu ditingkatkan.,0
2026-05-25,user_7025,Pelayanan di sini biasa saja sehingga Pelayanan di sini yang lain standar.,1
2026-05-06,user_1854,Pelayanan di sini sangat memuaskan tapi keren. mantap lah!,2
2026-05-21,user_6516,Pelayanan di sini kurang lemot dan buruk. bikin pusing.,0
2026-05-24,user_1575,Fitur AI nya perlu sosialisasi lagi sehingga Fitur AI nya yang lain biasa saja.,1
2026-05-18,user_2893,Aplikasi ini tidak keren karena membantu. semoga makin baik.,2
2026-05-14,user_5577,Fitur AI nya sangat mengecewakan sehingga lemot. semoga makin baik.,0
2026-05-05,user_4834,Sistem baru standar tapi Sistem baru yang lain biasa saja.,1
2026-05-22,user_3210,Pelayanan di sini kurang membantu tapi inovatif. mantap lah!,2
2026-05-10,user_8875,Aplikasi ini tidak lemot dan membingungkan. semoga makin baik.,0
2026-05-16,user_9727,Fitur AI nya perlu sosialisasi lagi tapi Fitur AI nya yang lain biasa saja.,1
2026-05-20,user_2898,Proyek pemerintah sangat keren dan membantu. bikin pusing.,2
2026-05-29,user_8580,Pelayanan di sini bener-bener gagal dan buruk. perlu ditingkatkan.,0
2026-05-28,user_8836,Aplikasi ini standar sehingga Aplikasi ini yang lain perlu sosialisasi lagi.,1
2026-05-01,user_8443,Sistem baru tidak inovatif sehingga inovatif. mantap lah!,2
2026-05-30,user_3916,Aplikasi ini tidak lemot tapi gagal. ga jelas bgt.,0
2026-05-29,user_8549,Pelayanan di sini seperti biasa tapi Pelayanan di sini yang lain standar.,1
2026-05-14,user_5265,Fitur AI nya lumayan inovatif tapi membantu. perlu ditingkatkan.,2
2026-05-10,user_2602,Fitur AI nya lumayan membingungkan sehingga lemot. semoga makin baik.,0
2026-05-24,user_8971,Proyek pemerintah biasa saja sehingga Proyek pemerintah yang lain seperti biasa.,1
2026-05-12,user_9316,Pemerintah sangat bagus tapi membantu. ga jelas bgt.,2
2026-05-24,user_3571,Sistem baru bener-bener lemot sehingga mengecewakan. semoga makin baik.,0
2026-05-05,user_1119,Pelayanan di sini seperti biasa tapi Pelayanan di sini yang lain perlu sosialisasi lagi.,1
2026-05-09,user_4063,Pelayanan di sini bener-bener memuaskan dan memuaskan. ga jelas bgt.,2
2026-05-08,user_5375,Proyek pemerintah lumayan gagal sehingga error terus. perlu ditingkatkan.,0
2026-05-04,user_5577,Sistem baru seperti biasa karena Sistem baru yang lain perlu sosialisasi lagi.,1
2026-05-20,user_6733,Aplikasi ini bener-bener membantu tapi inovatif. mantap lah!,2
2026-05-10,user_1756,Pelayanan di sini sangat gagal tapi mengecewakan. ga jelas bgt.,0
2026-05-03,user_5431,Fitur AI nya seperti biasa dan Fitur AI nya yang lain biasa saja.,1
2026-05-10,user_6419,Aplikasi ini sangat keren sehingga memuaskan. mantap lah!,2
2026-05-30,user_7882,Proyek pemerintah lumayan membingungkan sehingga error terus. ga jelas bgt.,0
2026-05-26,user_9063,Fitur AI nya seperti biasa karena Fitur AI nya yang lain standar.,1
2026-05-15,user_3956,Proyek pemerintah sangat inovatif tapi membantu. mantap lah!,2
2026-05-24,user_5324,Fitur AI nya sangat mengecewakan karena lemot. semoga makin baik.,0
2026-05-07,user_7707,Pelayanan di sini biasa saja sehingga Pelayanan di sini yang lain seperti biasa.,1
2026-05-05,user_4141,Sistem baru kurang memuaskan sehingga inovatif. perlu ditingkatkan.,2
2026-05-09,user_4776,Fitur AI nya sangat lemot dan membingungkan. mantap lah!,0
2026-05-11,user_4369,Fitur AI nya biasa saja sehingga Fitur AI nya yang lain seperti biasa.,1
